power,cpu_freq_0,cpu_freq_1,cpu_freq_2,cpu_freq_3,cpu_freq_4,cpu_freq_5,cpu_freq_6,cpu_freq_7,cpu_percent_0,cpu_percent_1,cpu_percent_2,cpu_percent_3,cpu_percent_4,cpu_percent_5,cpu_percent_6,cpu_percent_7,package_0_temp,cpu_temp_0,cpu_temp_1,cpu_temp_2,cpu_temp_3
231.84552687754706, 1213.956, 1307.451, 1679.106, 1977.864, 1334.304, 1201.665, 1197.414, 1197.616, 0.0, 0.0, 5.9, 11.8, 0.0, 0.0, 0.0, 0.0, 79.0, 79.0, 79.0, 79.0, 74.
7.548897904436069, 1249.063, 1216.567, 1329.192, 1427.845, 1230.072, 1197.739, 1197.336, 1201.35, 0.0, 4.2, 4.2, 0.0, 0.0, 0.0, 0.0, 0.0, 79.0, 79.0, 79.0, 79.0, 74.
7.434661798832035, 1197.299, 1334.853, 1198.532, 1197.445, 1197.272, 1205.796, 1197.295, 1204.645, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 79.0, 79.0, 79.0, 79.0, 74.
7.399987437569997, 1197.25, 1342.825, 1203.948, 1197.283, 1197.323, 1197.298, 1210.224, 1197.563, 0.0, 8.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 79.0, 79.0, 79.0, 79.0, 74.
7.428132516703714, 1237.832, 1335.524, 1227.993, 1197.295, 1209.553, 1197.264, 1226.745, 1197.283, 0.0, 4.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 79.0, 79.0, 79.0, 79.0, 74.
7.401913178118831, 1215.177, 1334.862, 1197.308, 1197.362, 1229.731, 1197.298, 1227.546, 1241.716, 4.2, 8.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 79.0, 78.0, 78.0, 78.0, 75.
7.397930945328482, 1202.56, 1337.296, 1223.622, 1197.496, 1201.503, 1197.298, 1257.553, 1259.193, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 79.0, 78.0, 78.0, 78.0, 75.
7.615777281673807, 1227.14, 1345.515, 1475.944, 1532.367, 1227.328, 1197.316, 1230.595, 2409.481, 0.0, 8.3, 0.0, 8.3, 0.0, 0.0, 0.0, 0.0, 79.0, 78.0, 78.0, 78.0, 75.
7.427889274077318, 1197.257, 1338.289, 1197.29, 1197.338, 1197.318, 1197.314, 1197.321, 1197.207, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 79.0, 78.0, 78.0, 78.0, 75.
7.402080424774707, 1197.281, 1336.647, 1197.292, 1197.382, 1204.552, 1197.303, 1197.322, 1203.759, 0.0, 4.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 79.0, 78.0, 78.0, 78.0, 75.
7.409827398489958, 1208.656, 1333.684, 1230.931, 1196.902, 1197.297, 1197.272, 1197.304, 1197.303, 0.0, 8.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 78.0, 78.0, 78.0, 78.0, 74.
7.4262752896997295, 1210.195, 1381.531, 1198.309, 1197.475, 1201.551, 1197.305, 1198.386, 1197.31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 78.0, 78.0, 78.0, 78.0, 74.
7.415653057746437, 1204.643, 1337.315, 1199.806, 1197.292, 1197.282, 1204.797, 1197.32, 1305.446, 0.0, 8.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 78.0, 78.0, 78.0, 78.0, 74.
7.65581165366556, 1353.346, 1334.554, 1285.85, 1500.303, 1201.03, 1246.19, 1198.665, 2110.992, 0.0, 4.3, 0.0, 4.3, 0.0, 0.0, 0.0, 0.0, 78.0, 78.0, 78.0, 78.0, 74.
7.425890313836374, 1197.312, 1337.544, 1197.305, 1277.859, 1197.348, 1197.336, 1197.324, 1197.374, 0.0, 4.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 78.0, 78.0, 78.0, 78.0, 74.
