power,cpu_freq_0,cpu_freq_1,cpu_freq_2,cpu_freq_3,cpu_freq_4,cpu_freq_5,cpu_freq_6,cpu_freq_7,cpu_percent_0,cpu_percent_1,cpu_percent_2,cpu_percent_3,cpu_percent_4,cpu_percent_5,cpu_percent_6,cpu_percent_7,package_0_temp,cpu_temp_0,cpu_temp_1,cpu_temp_2,cpu_temp_3
0.0, 2122.189, 1330.067, 1232.661, 1199.951, 1197.527, 1197.526, 1197.556, 1200.087, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 79.0, 78.0, 78.0, 79.0, 74.
7.590372907974139, 1265.566, 1198.801, 1479.722, 1203.145, 1197.265, 1197.355, 1672.577, 1348.455, 0.0, 4.2, 0.0, 0.0, 0.0, 0.0, 4.3, 0.0, 79.0, 78.0, 78.0, 79.0, 74.
7.406090750990458, 1214.569, 1339.785, 1224.555, 1199.131, 1201.604, 1197.325, 1229.379, 1197.444, 4.2, 4.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 79.0, 78.0, 78.0, 79.0, 74.
7.447066943280579, 1210.58, 1339.955, 1231.807, 1199.882, 1207.717, 1228.484, 1197.373, 1201.969, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 79.0, 78.0, 78.0, 79.0, 74.
7.41993992014495, 1198.092, 1335.591, 1199.357, 1197.343, 1197.282, 1198.65, 1274.679, 1197.501, 0.0, 4.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 79.0, 78.0, 78.0, 79.0, 74.
7.413894487714162, 1197.312, 1334.329, 1197.309, 1197.32, 1212.686, 1197.34, 1197.309, 1197.247, 0.0, 4.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 78.0, 78.0, 78.0, 78.0, 74.
7.447556659883279, 1217.377, 1382.883, 1245.386, 1197.237, 1209.454, 1209.429, 1203.453, 1197.359, 0.0, 4.3, 0.0, 0.0, 0.0, 0.0, 4.2, 0.0, 78.0, 78.0, 78.0, 78.0, 74.
7.755941136477033, 1205.82, 1710.452, 1363.389, 1200.56, 1482.098, 1197.321, 1622.331, 1665.395, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.3, 0.0, 78.0, 78.0, 78.0, 78.0, 74.
7.407652686480526, 1200.502, 1384.163, 1239.968, 1194.324, 1197.264, 1197.327, 1197.278, 1197.499, 0.0, 8.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 78.0, 78.0, 78.0, 78.0, 74.
7.431279497589238, 1240.06, 1336.789, 1220.77, 1197.32, 1208.385, 1214.283, 1197.303, 1255.038, 0.0, 4.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 78.0, 78.0, 78.0, 78.0, 74.
7.445707897647883, 1202.079, 1338.257, 1197.304, 1197.123, 1213.756, 1205.747, 1197.267, 1197.391, 0.0, 4.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 78.0, 79.0, 78.0, 77.0, 73.
7.422364820668828, 1211.455, 1386.121, 1198.244, 1200.034, 1200.103, 1197.324, 1225.749, 1197.294, 0.0, 4.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 78.0, 79.0, 78.0, 77.0, 73.
7.434562299860939, 1226.034, 1337.573, 1202.733, 1197.304, 1204.536, 1197.315, 1229.641, 1197.32, 0.0, 4.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 78.0, 79.0, 78.0, 77.0, 73.
7.414682321264733, 1199.353, 1339.711, 1198.838, 1197.32, 1202.214, 1205.672, 1220.675, 1197.908, 0.0, 8.3, 4.2, 0.0, 0.0, 0.0, 0.0, 0.0, 78.0, 79.0, 78.0, 77.0, 73.
7.581573539876426, 1436.966, 1394.72, 1210.908, 1199.773, 1364.568, 1209.091, 1561.359, 1329.623, 4.5, 4.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 78.0, 79.0, 78.0, 77.0, 73.
7.465408891571629, 1303.255, 1396.313, 1242.38, 1274.786, 1199.403, 1331.879, 1202.985, 1213.076, 0.0, 4.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 78.0, 77.0, 78.0, 76.0, 73.
7.382844650418574, 1202.685, 1298.056, 1199.131, 1298.006, 1198.615, 1205.414, 1219.006, 1300.349, 0.0, 4.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 78.0, 77.0, 78.0, 76.0, 73.
7.3902172389400524, 1212.402, 1331.781, 1231.283, 1195.91, 1202.243, 1208.081, 1197.243, 1196.328, 0.0, 8.3, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 78.0, 77.0, 78.0, 76.0, 73.
