power,cpu_freq_0,cpu_freq_1,cpu_freq_2,cpu_freq_3,cpu_freq_4,cpu_freq_5,cpu_freq_6,cpu_freq_7,cpu_percent_0,cpu_percent_1,cpu_percent_2,cpu_percent_3,cpu_percent_4,cpu_percent_5,cpu_percent_6,cpu_percent_7,package_0_temp,cpu_temp_0,cpu_temp_1,cpu_temp_2,cpu_temp_3
0.0, 1823.353, 2350.709, 1406.824, 1586.815, 1197.497, 1197.95, 1211.085, 1284.323, 6.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.5, 77.0, 76.0, 76.0, 75.0, 72.
7.563652624013082, 1252.203, 1197.636, 1204.771, 1213.279, 1197.216, 1197.35, 1197.325, 1239.834, 0.0, 4.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 77.0, 76.0, 76.0, 75.0, 72.
7.314363502275714, 1197.313, 1352.65, 1197.307, 1197.338, 1197.295, 1197.321, 1197.249, 1197.32, 0.0, 0.0, 4.2, 0.0, 0.0, 0.0, 0.0, 0.0, 77.0, 76.0, 76.0, 75.0, 72.
7.468127329146844, 1199.232, 1340.205, 1308.755, 1492.977, 1504.985, 1197.327, 1718.819, 1246.24, 0.0, 4.3, 0.0, 0.0, 0.0, 0.0, 8.3, 0.0, 77.0, 76.0, 76.0, 75.0, 72.
7.290973529779423, 1197.299, 1331.994, 1197.284, 1197.358, 1197.785, 1197.315, 1197.232, 1197.315, 0.0, 4.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 77.0, 76.0, 76.0, 75.0, 72.
7.301008181093542, 1197.304, 1352.411, 1199.743, 1197.347, 1228.015, 1203.418, 1197.277, 1197.302, 0.0, 4.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 76.0, 76.0, 76.0, 74.0, 72.
7.2797608690811995, 1229.901, 1340.481, 1199.958, 1203.927, 1201.637, 1197.366, 1291.329, 1197.312, 0.0, 8.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 76.0, 76.0, 76.0, 74.0, 72.
7.321155371610888, 1197.309, 1339.679, 1215.901, 1211.191, 1230.673, 1197.338, 1197.274, 1229.374, 0.0, 4.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 76.0, 76.0, 76.0, 74.0, 72.
7.287695515111064, 1197.393, 1338.795, 1204.052, 1197.355, 1197.3, 1213.445, 1197.277, 1197.313, 0.0, 4.3, 0.0, 0.0, 0.0, 4.2, 0.0, 0.0, 76.0, 76.0, 76.0, 74.0, 72.
7.278578975394991, 1197.243, 1335.153, 1205.189, 1197.355, 1200.95, 1197.334, 1204.511, 1200.654, 0.0, 4.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 76.0, 76.0, 76.0, 74.0, 72.
7.4708302596505, 1250.04, 1448.43, 1494.108, 1576.689, 1239.764, 1197.328, 1686.86, 1221.51, 0.0, 4.3, 0.0, 0.0, 0.0, 0.0, 4.3, 0.0, 75.0, 77.0, 75.0, 75.0, 71.
7.30362969457404, 1197.352, 1262.131, 1199.492, 1197.318, 1244.489, 1211.982, 1211.658, 1197.313, 0.0, 4.3, 0.0, 0.0, 0.0, 0.0, 4.2, 0.0, 75.0, 77.0, 75.0, 75.0, 71.
7.272161353304312, 1197.403, 1334.496, 1205.736, 1212.124, 1197.312, 1197.347, 1200.073, 1197.313, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 75.0, 77.0, 75.0, 75.0, 71.
7.258590752851861, 1197.252, 1334.251, 1201.201, 1197.361, 1197.294, 1197.362, 1197.32, 1197.306, 0.0, 8.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 75.0, 77.0, 75.0, 75.0, 71.
7.252854697911615, 1197.766, 1335.709, 1199.824, 1197.325, 1197.312, 1209.315, 1197.274, 1197.31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 75.0, 77.0, 75.0, 75.0, 71.
7.260099723783195, 1197.054, 1347.474, 1199.908, 1202.117, 1197.309, 1205.178, 1214.764, 1197.308, 0.0, 8.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 75.0, 75.0, 75.0, 74.0, 72.
7.5013496415768515, 1213.489, 1365.114, 1432.802, 1504.752, 1238.322, 1203.184, 1554.547, 1249.183, 0.0, 4.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 75.0, 75.0, 75.0, 74.0, 72.
7.352952414039286, 1200.073, 1907.691, 1203.157, 1200.782, 1735.876, 1201.308, 1203.9, 1198.656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 75.0, 75.0, 75.0, 74.0, 72.
7.263011088973598, 1236.382, 1354.023, 1217.865, 1208.084, 1196.806, 1197.308, 1205.18, 1197.54, 0.0, 4.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 75.0, 75.0, 75.0, 74.0, 72.
7.234368408453867, 1197.309, 1338.418, 1200.136, 1197.335, 1197.078, 1200.531, 1197.292, 1197.308, 0.0, 4.3, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 75.0, 75.0, 75.0, 74.0, 72.
7.374857545413931, 1380.524, 1764.409, 1261.862, 1197.32, 1197.33, 1197.323, 1197.274, 1197.312, 0.0, 4.3, 4.2, 0.0, 0.0, 0.0, 0.0, 0.0, 75.0, 75.0, 75.0, 74.0, 72.
